ID	Type	Description	DataCoding
90134	Continuous	Fraction acceleration <= 275 milli-gravities
90135	Continuous	Fraction acceleration <= 300 milli-gravities
90136	Continuous	Fraction acceleration <= 325 milli-gravities
90137	Continuous	Fraction acceleration <= 350 milli-gravities
90138	Continuous	Fraction acceleration <= 375 milli-gravities
90139	Continuous	Fraction acceleration <= 400 milli-gravities
90140	Continuous	Fraction acceleration <= 425 milli-gravities
90141	Continuous	Fraction acceleration <= 450 milli-gravities
90142	Continuous	Fraction acceleration <= 475 milli-gravities
90143	Continuous	Fraction acceleration <= 500 milli-gravities
90144	Continuous	Fraction acceleration <= 600 milli-gravities
90145	Continuous	Fraction acceleration <= 700 milli-gravities
90146	Continuous	Fraction acceleration <= 800 milli-gravities
90147	Continuous	Fraction acceleration <= 900 milli-gravities
90148	Continuous	Fraction acceleration <= 1000 milli-gravities
90149	Continuous	Fraction acceleration <= 1100 milli-gravities
90150	Continuous	Fraction acceleration <= 1200 milli-gravities
90151	Continuous	Fraction acceleration <= 1300 milli-gravities
90152	Continuous	Fraction acceleration <= 1400 milli-gravities
90153	Continuous	Fraction acceleration <= 1500 milli-gravities
90154	Continuous	Fraction acceleration <= 1600 milli-gravities
90155	Continuous	Fraction acceleration <= 1700 milli-gravities
90156	Continuous	Fraction acceleration <= 1800 milli-gravities
90157	Continuous	Fraction acceleration <= 1900 milli-gravities
90158	Continuous	Fraction acceleration <= 2000 milli-gravities
90159	Continuous	Error tolerance before calibration
90160	Continuous	Error tolerance after calibration
90161	Continuous	Calibration coefficients - x offset
90162	Continuous	Calibration coefficients - y offset
90163	Continuous	Calibration coefficients - z offset
90164	Continuous	Calibration coefficients - x slope
90165	Continuous	Calibration coefficients - y slope
90166	Continuous	Calibration coefficients - z slope
90167	Continuous	Calibration coefficients - x temp
90168	Continuous	Calibration coefficients - y temp
90169	Continuous	Calibration coefficients - z temp
90170	Continuous	Calibration coefficients - mean temperature
90171	Integer	Calibration - number of static points
90172	Continuous	Calibration - minimum x stationary value
90173	Continuous	Calibration - maximum x stationary value
90174	Continuous	Calibration - minimum y stationary value
90175	Continuous	Calibration - maximum y stationary value
90176	Continuous	Calibration - minimum z stationary value
90177	Continuous	Calibration - maximum z stationary value
90179	Integer	Device ID
90180	Integer	Interrupted recording periods
90181	Continuous	Duration of interrupted recording periods
90182	Integer	Data recording errors
90183	Integer	Readings exceeding +/-8 gravities before calibration
90184	Integer	Maximum readings exceeding +/-8 gravities before calibration in a 5 second epoch
90185	Integer	Readings exceeding +/-8 gravities after calibration
90186	Integer	Maximum readings exceeding +/-8 gravities after calibration in a 5 second epoch
90187	Integer	Total data readings
90188	Continuous	Sample rate average
90189	Continuous	Sample rate standard deviation
90190	Continuous	Sample rate minimum
90191	Continuous	Sample rate maximum
90192	Continuous	Temperature average
90193	Continuous	Temperature standard deviation
90194	Continuous	Temperature minimum
90195	Continuous	Temperature maximum
100001	Continuous	Food weight
100002	Continuous	Energy
100003	Continuous	Protein
100004	Continuous	Fat
100005	Continuous	Carbohydrate
100006	Continuous	Saturated fat
100007	Continuous	Polyunsaturated fat
100008	Continuous	Total sugars
100009	Continuous	Englyst dietary fibre
100010	Categorical (single)	Portion size	100014
100011	Continuous	Iron
100012	Continuous	Vitamin B6
100013	Continuous	Vitamin B12
100014	Continuous	Folate
100015	Continuous	Vitamin C
100016	Continuous	Potassium
100017	Continuous	Magnesium
100018	Continuous	Retinol
100019	Continuous	Carotene
100020	Categorical (single)	Typical diet yesterday	100010
100021	Continuous	Vitamin D
100022	Continuous	Alcohol
100023	Continuous	Starch
100024	Continuous	Calcium
100025	Continuous	Vitamin E
100150	Categorical (single)	Drinking water intake	100006
100160	Categorical (single)	Low calorie drink intake	100006
100170	Categorical (single)	Fizzy drink intake	100006
100180	Categorical (single)	Squash intake	100006
100190	Categorical (single)	Orange juice intake	100006
100200	Categorical (single)	Grapefruit juice intake	100006
100210	Categorical (single)	Pure fruit/vegetable juice intake	100006
100220	Categorical (single)	Fruit smoothie intake	100006
100230	Categorical (single)	Dairy smoothie intake	100006
100240	Categorical (single)	Coffee consumed	100010
100250	Categorical (single)	Instant coffee intake	100006
100260	Categorical (single)	Added milk to instant coffee	100009
100270	Categorical (single)	Filtered coffee intake	100006
100280	Categorical (single)	Added milk to filtered coffee	100009
100290	Categorical (single)	Cappuccino intake	100006
100300	Categorical (single)	Latte intake	100006
100310	Categorical (single)	Espresso intake	100006
100320	Categorical (single)	Added milk to espresso	100009
100330	Categorical (single)	Other coffee type	100006
100350	Categorical (single)	Added milk to other coffee type	100009
100360	Categorical (single)	Decaffeinated coffee	100009
100370	Categorical (single)	Intake of sugar added to coffee	100002
100380	Categorical (single)	Intake of artificial sweetener added to coffee	100002
100390	Categorical (single)	Tea consumed	100010
100400	Categorical (single)	Standard tea intake	100007
100410	Categorical (single)	Rooibos tea intake	100007
100420	Categorical (single)	Green tea intake	100007
100430	Categorical (single)	Herbal tea intake	100007
100440	Categorical (single)	Other tea intake	100007
100460	Categorical (single)	Added milk to standard tea	100009
100470	Categorical (single)	Decaffeinated tea	100009
100480	Categorical (single)	Added milk to rooibos tea	100009
100490	Categorical (single)	Intake of sugar added to tea	100002
100500	Categorical (single)	Intake of artificial sweetener added to tea	100002
100510	Categorical (single)	Other non-alcoholic drinks	100010
100520	Categorical (single)	Milk intake	100006
100530	Categorical (single)	Flavoured milk intake	100006
100540	Categorical (single)	Low calorie hot chocolate intake	100006
100550	Categorical (single)	Hot chocolate intake	100006
100560	Categorical (single)	Other drink intake	100006
100580	Categorical (single)	Alcohol consumed	100010
100590	Categorical (single)	Red wine intake	100006
100630	Categorical (single)	Rose wine intake	100006
100670	Categorical (single)	White wine intake	100006
100710	Categorical (single)	Beer/cider intake	100006
100720	Categorical (single)	Fortified wine intake	100006
100730	Categorical (single)	Spirits intake	100006
100740	Categorical (single)	Other alcohol intake	100006
100760	Categorical (single)	Breakfast cereal consumed	100010
100770	Categorical (single)	Porridge intake	100001
100800	Categorical (single)	Muesli intake	100001
100810	Categorical (single)	Oat crunch intake	100001
100820	Categorical (single)	Sweetened cereal intake	100001
100830	Categorical (single)	Plain cereal intake	100001
100840	Categorical (single)	Bran cereal intake	100001
100850	Categorical (single)	Whole-wheat cereal intake	100001
100860	Categorical (single)	Other cereal intake	100001
100880	Categorical (single)	Dried fruit added to cereal	100009
100890	Categorical (single)	Milk added to cereal	100009
100900	Categorical (single)	Intake of sugar added to cereal	100002
100910	Categorical (single)	Intake of artificial sweetener added to cereal	100002
100920	Categorical (single)	Type milk consumed	100015
100940	Categorical (single)	Bread consumed	100010
100950	Categorical (single)	Sliced bread intake	100006
101020	Categorical (single)	Baguette intake	100006
101090	Categorical (single)	Bap intake	100006
101160	Categorical (single)	Bread roll intake	100006
101230	Categorical (single)	Naan bread intake	100006
101240	Categorical (single)	Garlic bread intake	100006
101250	Categorical (single)	Crispbread intake	100006
101260	Categorical (single)	Oatcakes intake	100006
101270	Categorical (single)	Other bread intake	100006
101300	Categorical (single)	Butter/margarine on bread/crackers	100010
101310	Categorical (single)	Number of bread slices with butter/margarine	100006
101350	Categorical (single)	Number of baguettes with butter/margarine	100006
101390	Categorical (single)	Number of baps with  butter/margarine	100006
101430	Categorical (single)	Number of bread rolls with  butter/margarine	100006
101470	Categorical (single)	Number of crackers/crispbreads with butter/margarine	100006
101510	Categorical (single)	Number of oatcakes with  butter/margarine	100006
101550	Categorical (single)	Number of other bread types with  butter/margarine	100006
101970	Categorical (single)	Double crust pastry intake	100004
101980	Categorical (single)	Single crust pastry intake	100004
101990	Categorical (single)	Crumble intake	100004
102000	Categorical (single)	Pizza intake	100004
102010	Categorical (single)	Pancake intake	100004
102020	Categorical (single)	Scotch pancake intake	100004
102030	Categorical (single)	Yorkshire pudding intake	100004
102040	Categorical (single)	Indian snacks intake	100004
102050	Categorical (single)	Croissant intake	100004
102060	Categorical (single)	Danish pastry intake	100004
102070	Categorical (single)	Scone intake	100004
102080	Categorical (single)	Yogurt/ice-cream consumers	100010
102090	Categorical (single)	Yogurt intake	100003
102120	Categorical (single)	Ice-cream intake	100003
102130	Categorical (single)	Dessert consumers	100010
102140	Categorical (single)	Milk-based pudding intake	100003
102150	Categorical (single)	Other milk-based pudding intake	100003
102170	Categorical (single)	Soya dessert intake	100003
102180	Categorical (single)	Fruitcake intake	100003
102190	Categorical (single)	Cake intake	100003
102200	Categorical (single)	Doughnut intake	100003
102210	Categorical (single)	Sponge pudding intake	100003
102220	Categorical (single)	Cheesecake intake	100003
102230	Categorical (single)	Other dessert intake	100003
102250	Categorical (single)	Sweet snack consumers	100010
102260	Categorical (single)	Chocolate bar intake	100005
102270	Categorical (single)	White chocolate intake	100005
102280	Categorical (single)	Milk chocolate intake	100005
102290	Categorical (single)	Dark chocolate intake	100005
102300	Categorical (single)	Chocolate-covered raisin intake	100005
102310	Categorical (single)	Chocolate sweet intake	100005
102320	Categorical (single)	Diet sweets intake	100005
102330	Categorical (single)	Sweets intake	100005
102340	Categorical (single)	Chocolate-covered biscuits intake	100005
102350	Categorical (single)	Chocolate biscuits intake	100005
102360	Categorical (single)	Sweet biscuits intake	100005
102370	Categorical (single)	Cereal bar intake	100005
102380	Categorical (single)	Other sweets intake	100005
102400	Categorical (single)	Savoury snack consumers	100010
102410	Categorical (single)	Salted peanuts intake	100003
102420	Categorical (single)	Unsalted peanuts intake	100003
102430	Categorical (single)	Salted nuts intake	100003
102440	Categorical (single)	Unsalted nuts intake	100003
102450	Categorical (single)	Seeds intake	100003
102460	Categorical (single)	Crisp intake	100003
102470	Categorical (single)	Savoury biscuits intake	100003
102480	Categorical (single)	Cheesy biscuits intake	100003
102490	Categorical (single)	Olives intake	100003
102500	Categorical (single)	Other savoury snack intake	100003
102520	Categorical (single)	Soup consumers	100010
102530	Categorical (single)	Powdered/instant soup intake	100004
102540	Categorical (single)	Canned soup intake	100004
102620	Categorical (single)	Homemade soup intake	100004
102700	Categorical (single)	Starchy food consumers	100010
102710	Categorical (single)	White pasta intake	100001
102720	Categorical (single)	Wholemeal pasta intake	100001
102730	Categorical (single)	White rice intake	100001
102740	Categorical (single)	Brown rice intake	100001
102750	Categorical (single)	Sushi intake	100001
102760	Categorical (single)	Snackpot intake	100001
102770	Categorical (single)	Couscous intake	100001
102780	Categorical (single)	Other grain intake	100001
102800	Categorical (single)	Cheese consumers	100010
102810	Categorical (single)	Low fat hard cheese intake	100003
102820	Categorical (single)	Hard cheese intake	100003
102830	Categorical (single)	Soft cheese intake	100003
102840	Categorical (single)	Blue cheese intake	100003
102850	Categorical (single)	Low fat cheese spread intake	100003
102860	Categorical (single)	Cheese spread intake	100003
102870	Categorical (single)	Cottage cheese intake	100003
102880	Categorical (single)	Feta intake	100003
102890	Categorical (single)	Mozzarella intake	100003
102900	Categorical (single)	Goat's cheese intake	100003
102910	Categorical (single)	Other cheese intake	100003
102930	Categorical (single)	Egg consumers	100010
102940	Categorical (single)	Whole egg intake	100003
102950	Categorical (single)	Omelette intake	100003
102960	Categorical (single)	Eggs in sandwiches intake	100003
102970	Categorical (single)	Scotch egg intake	100003
102980	Categorical (single)	Other egg intake	100003
103000	Categorical (single)	Meat consumers	100010
103010	Categorical (single)	Sausage intake	100016
103020	Categorical (single)	Beef intake	100016
103030	Categorical (single)	Pork intake	100016
103040	Categorical (single)	Lamb intake	100016
103050	Categorical (single)	Crumbed or deep-fried poultry intake	100016
103060	Categorical (single)	Poultry intake	100016
103070	Categorical (single)	Bacon intake	100016
103080	Categorical (single)	Ham intake	100016
103090	Categorical (single)	Liver intake	100016
103100	Categorical (single)	Other meat intake	100016
103120	Categorical (single)	Fat removed from meat	100008
103130	Categorical (single)	Skin removed from poultry	100008
103140	Categorical (single)	Fish consumer	100010
103150	Categorical (single)	Tinned tuna intake	100004
103160	Categorical (single)	Oily fish intake	100004
103170	Categorical (single)	Breaded fish intake	100004
103180	Categorical (single)	Battered fish intake	100004
103190	Categorical (single)	White fish intake	100004
103200	Categorical (single)	Prawns intake	100004
103210	Categorical (single)	Lobster/crab intake	100004
103220	Categorical (single)	Shellfish intake	100004
103230	Categorical (single)	Other fish intake	100004
103250	Categorical (single)	Vegetarian alternatives intake	100010
103260	Categorical (single)	Vegetarian sausages/burgers intake	100004
103270	Categorical (single)	Tofu intake	100004
103280	Categorical (single)	Quorn intake	100004
103290	Categorical (single)	Other vegetarian alternative intake	100004
103310	Categorical (single)	Spreads/sauces consumers	100010
103980	Categorical (single)	No fat for cooking	100010
103990	Categorical (single)	Vegetable consumers	100010
104000	Categorical (single)	Baked bean intake	100017
104010	Categorical (single)	Pulses intake	100017
104020	Categorical (single)	Fried potatoes intake	100017
104030	Categorical (single)	Boiled/baked potatoes intake	100017
104040	Categorical (single)	Butter/margarine added to potatoes	100013
104050	Categorical (single)	Mashed potato intake	100017
104060	Categorical (single)	Mixed vegetable intake	100017
104070	Categorical (single)	Vegetable pieces intake	100017
104080	Categorical (single)	Coleslaw intake	100017
104090	Categorical (single)	Side salad intake	100017
104100	Categorical (single)	Avocado intake	100017
104110	Categorical (single)	Broad bean intake	100017
104120	Categorical (single)	Green bean intake	100017
104130	Categorical (single)	Beetroot intake	100017
104140	Categorical (single)	Broccoli intake	100017
104150	Categorical (single)	Butternut squash intake	100017
104160	Categorical (single)	Cabbage/kale intake	100017
104170	Categorical (single)	Carrot intake	100017
104180	Categorical (single)	Cauliflower intake	100017
104190	Categorical (single)	Celery intake	100017
104200	Categorical (single)	Courgette intake	100017
104210	Categorical (single)	Cucumber intake	100017
104220	Categorical (single)	Garlic intake	100017
104230	Categorical (single)	Leek intake	100017
104240	Categorical (single)	Lettuce intake	100017
104250	Categorical (single)	Mushroom intake	100017
104260	Categorical (single)	Onion intake	100017
104270	Categorical (single)	Parsnip intake	100017
104280	Categorical (single)	Pea intake	100017
104290	Categorical (single)	Sweet pepper intake	100017
104300	Categorical (single)	Spinach intake	100017
104310	Categorical (single)	Sprouts intake	100017
104320	Categorical (single)	Sweetcorn intake	100017
104330	Categorical (single)	Sweet potato intake	100017
104340	Categorical (single)	Fresh tomato intake	100017
104350	Categorical (single)	Tinned tomato intake	100017
104360	Categorical (single)	Turnip/swede intake	100017
104370	Categorical (single)	Watercress intake	100017
104380	Categorical (single)	Other vegetables intake	100017
104400	Categorical (single)	Fruit consumers	100010
104410	Categorical (single)	Stewed fruit intake	100004
104420	Categorical (single)	Prune intake	100004
104430	Categorical (single)	Dried fruit intake	100004
104440	Categorical (single)	Mixed fruit intake	100004
104450	Categorical (single)	Apple intake	100004
104460	Categorical (single)	Banana intake	100004
104470	Categorical (single)	Berry intake	100004
104480	Categorical (single)	Cherry intake	100004
104490	Categorical (single)	Grapefruit intake	100004
104500	Categorical (single)	Grape intake	100004
104510	Categorical (single)	Mango intake	100004
104520	Categorical (single)	Melon intake	100004
104530	Categorical (single)	Orange intake	100004
104540	Categorical (single)	Satsuma intake	100004
104550	Categorical (single)	Peach/nectarine intake	100004
104560	Categorical (single)	Pear intake	100004
104570	Categorical (single)	Pineapple intake	100004
104580	Categorical (single)	Plum intake	100004
104590	Categorical (single)	Other fruit intake	100004
104660	Categorical (single)	Added salt to food	100010
104670	Categorical (single)	Vitamin supplement user	100010
104900	Categorical (single)	Time spent doing vigorous physical activity	100011
104910	Categorical (single)	Time spent doing moderate physical activity	100011
104920	Categorical (single)	Time spent doing light physical activity	100012
105010	Time	When diet questionnaire completed
105030	Time	When diet questionnaire started
110005	Categorical (single)	Invitation to physical activity study, acceptance	100693
110006	Date	Invitation to physical activity study, date sent
